time,open,high,low,close,volume
1642635000,1.36158,1.3616,1.36116,1.3612600000000001,147
1642636800,1.3611900000000001,1.3611900000000001,1.36064,1.36076,63
1642638600,1.36077,1.36091,1.36049,1.36091,107
1642640400,1.36091,1.36103,1.36057,1.36057,247
1642642200,1.3605800000000001,1.3609499999999999,1.3605800000000001,1.36072,226
1642644000,1.36072,1.36132,1.36072,1.36127,451
1642645800,1.36128,1.3624,1.3612600000000001,1.3623,608
1642647600,1.36229,1.36348,1.36206,1.36321,992
1642649400,1.36321,1.36348,1.3626800000000001,1.3627500000000001,1059
1642651200,1.36276,1.36293,1.36179,1.36218,1233
1642653000,1.36219,1.36267,1.36206,1.36257,960
1642654800,1.36257,1.36269,1.36225,1.3625099999999999,591
1642656600,1.3625,1.3628,1.36227,1.36262,634
1642658400,1.36261,1.36273,1.3621400000000001,1.3624800000000001,602
1642660200,1.3624800000000001,1.36269,1.36238,1.3624100000000001,372
1642662000,1.3624100000000001,1.36253,1.36189,1.3624,790
1642663800,1.3624100000000001,1.36258,1.36197,1.36229,715
1642665600,1.3623,1.36281,1.3620999999999999,1.36266,773
1642667400,1.36266,1.36298,1.36239,1.3627,753
1642669200,1.3627099999999999,1.36282,1.36208,1.36281,1322
1642671000,1.3628,1.36331,1.36258,1.3626,1312
1642672800,1.36261,1.3636300000000001,1.3625099999999999,1.3630900000000001,1518
1642674600,1.3630900000000001,1.3633199999999999,1.36247,1.3629,1547
1642676400,1.36289,1.36349,1.36256,1.3632900000000001,1637
1642678200,1.36331,1.36364,1.3618299999999999,1.36262,1288
1642680000,1.36261,1.3627099999999999,1.36167,1.36197,1015
1642681800,1.36194,1.36245,1.36148,1.36165,1157
1642683600,1.36166,1.36208,1.36099,1.36106,1511
1642685400,1.36109,1.36169,1.36036,1.36068,1160
1642687200,1.36068,1.3607,1.35985,1.3606099999999999,1076
1642689000,1.3606,1.36147,1.36045,1.36118,1143
1642690800,1.36117,1.36198,1.36114,1.36135,1493
1642692600,1.36132,1.36337,1.3611900000000001,1.36321,2306
1642694400,1.36321,1.36398,1.3632,1.36348,1326
1642696200,1.36349,1.36494,1.3626,1.3648799999999999,2289
1642698000,1.36484,1.36491,1.36318,1.36409,2790
1642699800,1.36412,1.36612,1.36404,1.3654899999999999,2422
1642701600,1.3654899999999999,1.3659,1.3645800000000001,1.36466,1818
1642703400,1.36466,1.36486,1.36389,1.36398,1333
1642705200,1.36399,1.36471,1.3635,1.36374,1368
