time,open,high,low,close,volume
1706094000,1.34497,1.34501,1.34459,1.34462,361
1706094900,1.34461,1.34464,1.34427,1.3444099999999999,378
1706095800,1.3444,1.34453,1.34385,1.3441100000000001,577
1706096700,1.3441,1.34429,1.34372,1.34416,353
1706097600,1.34416,1.34435,1.34396,1.34432,295
1706098500,1.3443100000000001,1.3453,1.34429,1.34503,367
1706099400,1.34503,1.34525,1.34475,1.34507,369
1706100300,1.34506,1.34534,1.34466,1.34467,220
1706101200,1.34466,1.34505,1.34457,1.34503,313
1706102100,1.34503,1.34507,1.34461,1.3446500000000001,230
1706103000,1.34464,1.3454,1.34464,1.34489,249
1706103900,1.34485,1.3450199999999999,1.34475,1.34489,290
1706104800,1.3449,1.34491,1.34464,1.34485,213
1706105700,1.34486,1.34542,1.34483,1.34537,273
1706106600,1.34536,1.34564,1.34522,1.34543,417
1706107500,1.34542,1.3458999999999999,1.34521,1.34588,464
1706108400,1.3458999999999999,1.3458999999999999,1.34494,1.34504,928
1706109300,1.34504,1.3453300000000001,1.34424,1.34429,930
1706110200,1.34428,1.34445,1.34376,1.3442,790
1706111100,1.34419,1.34421,1.34301,1.34314,633
1706112000,1.3431600000000001,1.34379,1.34305,1.34351,757
1706112900,1.3435000000000001,1.3436,1.343,1.34313,666
1706113800,1.34313,1.34368,1.34292,1.3433899999999999,1180
1706114700,1.3436,1.34752,1.3436,1.3474300000000001,2426
1706115600,1.34742,1.34916,1.34738,1.34745,1769
1706116500,1.34745,1.34794,1.34705,1.34759,1050
1706117400,1.34758,1.34886,1.34738,1.34738,1445
1706118300,1.34735,1.34911,1.34725,1.34856,1399
1706119200,1.34854,1.34936,1.3481,1.34918,1306
1706120100,1.34921,1.34931,1.3479999999999999,1.3480400000000001,903
1706121000,1.34805,1.34815,1.34751,1.3477700000000001,604
1706121900,1.34778,1.34818,1.34761,1.34786,718
1706122800,1.34787,1.34814,1.3476,1.3477299999999999,711
1706123700,1.34775,1.34802,1.3473,1.3474300000000001,622
1706124600,1.3474300000000001,1.34763,1.34725,1.34761,632
1706125500,1.3476,1.34802,1.34759,1.34795,479
1706126400,1.34795,1.3496000000000001,1.34787,1.34954,883
1706127300,1.34955,1.35028,1.34945,1.34984,913
1706128200,1.34984,1.3507799999999999,1.34984,1.35077,587
1706129100,1.35076,1.3508499999999999,1.3506,1.35071,380
1706130000,1.35072,1.35184,1.35072,1.35176,405
1706130900,1.3517700000000001,1.35227,1.35156,1.35195,690
1706131800,1.35194,1.35198,1.35144,1.35145,635
1706132700,1.35144,1.3514599999999999,1.35103,1.35137,369
1706133600,1.35138,1.35189,1.3513600000000001,1.35187,441
1706134500,1.35186,1.3523,1.35186,1.35219,450
1706135400,1.35219,1.35236,1.35192,1.35196,320
1706136300,1.3519700000000001,1.3526799999999999,1.3519700000000001,1.3526500000000001,363
1706137200,1.35264,1.35274,1.35241,1.35241,144
1706138100,1.3524,1.35254,1.35232,1.35233,99
1706139000,1.35232,1.35251,1.35224,1.35228,85
1706139900,1.35227,1.35235,1.35221,1.35227,54
1706140800,1.35206,1.35206,1.3513899999999999,1.35167,52
1706141700,1.35167,1.3518,1.35165,1.3518,74
