time,open,high,low,close,volume
1566547200,1.22293,1.2237,1.2194099999999999,1.22058,13031
1566561600,1.22058,1.22418,1.2202600000000001,1.22278,18974
1566576000,1.22278,1.22793,1.22131,1.22678,26693
1566590400,1.22678,1.22931,1.22674,1.22817,11675
1566777600,1.22639,1.2285300000000001,1.22594,1.2267000000000001,12439
1566792000,1.2267000000000001,1.22827,1.22592,1.22662,15112
1566806400,1.22661,1.22848,1.22338,1.22409,20776
1566820800,1.22409,1.22449,1.22282,1.2233100000000001,20651
1566835200,1.22329,1.2244,1.22076,1.22306,22488
1566849600,1.22306,1.22306,1.22146,1.2217500000000001,7414
1566864000,1.2208,1.22254,1.2208,1.22138,5159
1566878400,1.22138,1.22194,1.22085,1.22168,9587
1566892800,1.22167,1.22562,1.22126,1.22545,17246
1566907200,1.22544,1.22882,1.22447,1.22772,20741
1566921600,1.22773,1.23096,1.22516,1.22964,22680
1566936000,1.22964,1.22965,1.22811,1.22865,6396
1566950400,1.22848,1.22903,1.22775,1.22784,6511
1566964800,1.22785,1.22812,1.22675,1.22803,9108
1566979200,1.22802,1.22866,1.21552,1.21901,19296
1566993600,1.21901,1.22328,1.21824,1.2209,23136
1567008000,1.22091,1.22525,1.21999,1.22348,20045
1567022400,1.22348,1.22377,1.22051,1.2209699999999999,8821
1567036800,1.2211,1.2221,1.2205300000000001,1.22149,5928
1567051200,1.22149,1.22166,1.21991,1.2204,6881
1567065600,1.22041,1.2215799999999999,1.21816,1.2196,15384
1567080000,1.21957,1.22322,1.21818,1.2204,20479
1567094400,1.22041,1.22132,1.2187999999999999,1.21973,21026
1567108800,1.21974,1.21984,1.2172,1.21825,8566
1567123200,1.21728,1.21863,1.21728,1.21807,5112
1567137600,1.21807,1.21837,1.21743,1.21829,7068
1567152000,1.21829,1.21911,1.21635,1.21686,14981
1567166400,1.2168700000000001,1.21971,1.21578,1.2189,18073
1567180800,1.21889,1.22261,1.21618,1.21651,21615
1567195200,1.21652,1.21702,1.2139,1.21587,11714
1567382400,1.21429,1.21641,1.21398,1.21483,5468
1567396800,1.21485,1.2161,1.21476,1.21587,5919
1567411200,1.21587,1.21743,1.20751,1.20842,12326
1567425600,1.20842,1.21001,1.20656,1.2071,18431
1567440000,1.20709,1.20764,1.20356,1.20757,15134
1567454400,1.2076,1.20762,1.20552,1.2059,12101
1567468800,1.20611,1.20674,1.20563,1.20583,5346
1567483200,1.2058200000000001,1.2058200000000001,1.2025000000000001,1.20383,9066
1567497600,1.20383,1.20384,1.19581,1.1991100000000001,19794
1567512000,1.1991100000000001,1.20855,1.19723,1.20191,19021
1567526400,1.2019199999999999,1.21031,1.20158,1.20914,21793
1567540800,1.20913,1.21057,1.20764,1.20867,9973
1567555200,1.2086999999999999,1.20993,1.20749,1.20902,6832
1567569600,1.20902,1.2112,1.20848,1.21009,7564
1567584000,1.21008,1.21649,1.20991,1.21521,17975
1567598400,1.21519,1.22195,1.21481,1.21817,20413
1567612800,1.21818,1.22138,1.21618,1.22079,20257
1567627200,1.22079,1.22558,1.21888,1.22554,11895
1567641600,1.22494,1.22579,1.22343,1.22356,7204
1567656000,1.22361,1.22471,1.22304,1.2240199999999999,9103
1567670400,1.2240199999999999,1.22859,1.2209699999999999,1.2267299999999999,18943
1567684800,1.2267299999999999,1.2353399999999999,1.22637,1.2331,21944
1567699200,1.23309,1.23459,1.23138,1.23155,18761
1567713600,1.23156,1.23333,1.23141,1.23276,7799
1567728000,1.23348,1.23389,1.23204,1.23228,6573
1567742400,1.23228,1.23325,1.23216,1.23276,7479
1567756800,1.23277,1.23433,1.22852,1.22978,17298
1567771200,1.22977,1.23284,1.22889,1.2306300000000001,18059
1567785600,1.23062,1.2337500000000001,1.2282,1.22881,16277
1567800000,1.22882,1.2303,1.22791,1.22854,9725
1567987200,1.22687,1.22881,1.2268,1.22794,8004
1568001600,1.22793,1.22905,1.2274,1.22767,8231
1568016000,1.22766,1.23204,1.22329,1.23143,26102
1568030400,1.23142,1.23853,1.23122,1.23625,34997
1568044800,1.23625,1.2374,1.23162,1.2347,33950
1568059200,1.23471,1.2358500000000001,1.23392,1.23442,9196
1568073600,1.23419,1.23546,1.23389,1.2342,20664
1568088000,1.2342,1.23483,1.2335,1.23391,7671
1568102400,1.2339,1.23798,1.2306300000000001,1.2325,24978
1568116800,1.23248,1.23742,1.2318500000000001,1.23716,29010
1568131200,1.23718,1.23743,1.23405,1.23449,29105
1568145600,1.23448,1.23596,1.23392,1.2357,11993
1568160000,1.23581,1.236,1.23429,1.23504,7544
1568174400,1.23504,1.23614,1.23404,1.2358,11015
1568188800,1.2358,1.23698,1.23414,1.23591,24794
1568203200,1.2359,1.2370700000000001,1.23307,1.23354,30973
1568217600,1.23354,1.23485,1.23154,1.23172,28385
1568232000,1.23172,1.23357,1.23122,1.23275,11489
1568246400,1.23292,1.23366,1.23194,1.2331699999999999,14888
